,Model,Window,Derivative,Preprocessing,variable,Accuracy
2538,SGD,21,0,msc,split8_test_score,0.5
2594,SGD,9,0,raw,split9_test_score,0.5875
378,SGD,21,0,snv,split1_test_score,0.65
610,SGD,11,1,raw,split2_test_score,0.7
674,SGD,9,1,snv,split2_test_score,0.5875
274,SGD,11,2,msc,split0_test_score,0.5
2490,SGD,21,1,rnv,split8_test_score,0.6875
570,SGD,21,2,msc,split1_test_score,0.5
2634,SGD,21,1,raw,split9_test_score,0.575
722,SGD,9,0,rnv,split2_test_score,0.675
2570,SGD,9,2,msc,split8_test_score,0.5
2666,SGD,9,0,snv,split9_test_score,0.55
770,SGD,9,2,rnv,split2_test_score,0.675
26,SGD,9,1,raw,split0_test_score,0.5875
530,SGD,9,1,msc,split1_test_score,0.625
2434,SGD,11,2,snv,split8_test_score,0.5
2674,SGD,11,0,snv,split9_test_score,0.6375
778,SGD,11,2,rnv,split2_test_score,0.5625
2786,SGD,9,2,rnv,split9_test_score,0.6
2426,SGD,9,2,snv,split8_test_score,0.55
522,SGD,21,0,msc,split1_test_score,0.5
786,SGD,21,2,rnv,split2_test_score,0.6125
2682,SGD,21,0,snv,split9_test_score,0.5
2850,SGD,21,1,msc,split9_test_score,0.575
2418,SGD,21,1,snv,split8_test_score,0.625
346,SGD,11,2,raw,split1_test_score,0.5125
794,SGD,9,0,msc,split2_test_score,0.5
58,SGD,11,2,raw,split0_test_score,0.5
514,SGD,11,0,msc,split1_test_score,0.725
2690,SGD,9,1,snv,split9_test_score,0.6625
418,SGD,11,2,snv,split1_test_score,0.5
2410,SGD,11,1,snv,split8_test_score,0.6
802,SGD,11,0,msc,split2_test_score,0.6625
538,SGD,11,1,msc,split1_test_score,0.5125
258,SGD,21,1,msc,split0_test_score,0.4875
410,SGD,9,2,snv,split1_test_score,0.5
2450,SGD,9,0,rnv,split8_test_score,0.65
2482,SGD,11,1,rnv,split8_test_score,0.55
402,SGD,21,1,snv,split1_test_score,0.6875
2794,SGD,11,2,rnv,split9_test_score,0.525
50,SGD,9,2,raw,split0_test_score,0.5375
730,SGD,11,0,rnv,split2_test_score,0.625
2642,SGD,9,2,raw,split9_test_score,0.5
362,SGD,9,0,snv,split1_test_score,0.55
2474,SGD,9,1,rnv,split8_test_score,0.625
562,SGD,11,2,msc,split1_test_score,0.5
738,SGD,21,0,rnv,split2_test_score,0.6375
266,SGD,9,2,msc,split0_test_score,0.5
2466,SGD,21,0,rnv,split8_test_score,0.5375
2650,SGD,11,2,raw,split9_test_score,0.5125
746,SGD,9,1,rnv,split2_test_score,0.675
554,SGD,9,2,msc,split1_test_score,0.5
290,SGD,9,0,raw,split1_test_score,0.7125
2458,SGD,11,0,rnv,split8_test_score,0.5
2658,SGD,21,2,raw,split9_test_score,0.475
546,SGD,21,1,msc,split1_test_score,0.5375
754,SGD,11,1,rnv,split2_test_score,0.5625
2842,SGD,11,1,msc,split9_test_score,0.5875
314,SGD,9,1,raw,split1_test_score,0.725
354,SGD,21,2,raw,split1_test_score,0.5
762,SGD,21,1,rnv,split2_test_score,0.6125
2442,SGD,21,2,snv,split8_test_score,0.5
1618,SGD,11,1,rnv,split5_test_score,0.65
1474,SGD,11,1,raw,split5_test_score,0.7375
2082,SGD,21,2,raw,split7_test_score,0.525
1138,SGD,11,2,msc,split3_test_score,0.4875
1458,SGD,21,0,raw,split5_test_score,0.4375
1770,SGD,21,1,raw,split6_test_score,0.6
2074,SGD,11,2,raw,split7_test_score,0.7625
1146,SGD,21,2,msc,split3_test_score,0.5
178,SGD,11,1,rnv,split0_test_score,0.5625
138,SGD,21,2,snv,split0_test_score,0.5
1154,SGD,9,0,raw,split4_test_score,0.675
2066,SGD,9,2,raw,split7_test_score,0.7375
1778,SGD,9,2,raw,split6_test_score,0.5125
1450,SGD,11,0,raw,split5_test_score,0.5375
2058,SGD,21,1,raw,split7_test_score,0.6
1162,SGD,11,0,raw,split4_test_score,0.675
1786,SGD,11,2,raw,split6_test_score,0.6875
1170,SGD,21,0,raw,split4_test_score,0.5875
1442,SGD,9,0,raw,split5_test_score,0.575
2050,SGD,11,1,raw,split7_test_score,0.6375
1178,SGD,9,1,raw,split4_test_score,0.6625
2042,SGD,9,1,raw,split7_test_score,0.6125
1794,SGD,21,2,raw,split6_test_score,0.5
1434,SGD,21,2,msc,split4_test_score,0.5
1186,SGD,11,1,raw,split4_test_score,0.5875
2034,SGD,21,0,raw,split7_test_score,0.425
210,SGD,21,2,rnv,split0_test_score,0.5375
106,SGD,11,1,snv,split0_test_score,0.5875
1194,SGD,21,1,raw,split4_test_score,0.6875
1762,SGD,11,1,raw,split6_test_score,0.5375
2026,SGD,11,0,raw,split7_test_score,0.575
1130,SGD,9,2,msc,split3_test_score,0.5375
2090,SGD,9,0,snv,split7_test_score,0.5
226,SGD,11,0,msc,split0_test_score,0.55
2154,SGD,21,2,snv,split7_test_score,0.5
1066,SGD,11,2,rnv,split3_test_score,0.5625
1506,SGD,21,2,raw,split5_test_score,0.5
2146,SGD,11,2,snv,split7_test_score,0.5
1074,SGD,21,2,rnv,split3_test_score,0.5875
1730,SGD,9,0,raw,split6_test_score,0.6125
2138,SGD,9,2,snv,split7_test_score,0.5
1082,SGD,9,0,msc,split3_test_score,0.5
1498,SGD,11,2,raw,split5_test_score,0.5
2130,SGD,21,1,snv,split7_test_score,0.625
1090,SGD,11,0,msc,split3_test_score,0.5875
1490,SGD,9,2,raw,split5_test_score,0.5375
1738,SGD,11,0,raw,split6_test_score,0.7
2122,SGD,11,1,snv,split7_test_score,0.575
1098,SGD,21,0,msc,split3_test_score,0.6
1746,SGD,21,0,raw,split6_test_score,0.675
2114,SGD,9,1,snv,split7_test_score,0.675
1106,SGD,9,1,msc,split3_test_score,0.55
1482,SGD,21,1,raw,split5_test_score,0.6125
1114,SGD,11,1,msc,split3_test_score,0.5
2106,SGD,21,0,snv,split7_test_score,0.6125
1122,SGD,21,1,msc,split3_test_score,0.4875
1754,SGD,9,1,raw,split6_test_score,0.7
2098,SGD,11,0,snv,split7_test_score,0.6125
98,SGD,9,1,snv,split0_test_score,0.55
218,SGD,9,0,msc,split0_test_score,0.5
1466,SGD,9,1,raw,split5_test_score,0.7
1426,SGD,11,2,msc,split4_test_score,0.5125
1802,SGD,9,0,snv,split6_test_score,0.5
1202,SGD,9,2,raw,split4_test_score,0.5875
1850,SGD,9,2,snv,split6_test_score,0.5
1378,SGD,11,0,msc,split4_test_score,0.625
1946,SGD,9,0,msc,split6_test_score,0.65
1282,SGD,11,2,snv,split4_test_score,0.55
1370,SGD,9,0,msc,split4_test_score,0.6125
1938,SGD,21,2,rnv,split6_test_score,0.65
1858,SGD,11,2,snv,split6_test_score,0.6
1290,SGD,21,2,snv,split4_test_score,0.5
1362,SGD,21,2,rnv,split4_test_score,0.525
1930,SGD,11,2,rnv,split6_test_score,0.575
1866,SGD,21,2,snv,split6_test_score,0.5
1298,SGD,9,0,rnv,split4_test_score,0.5
1922,SGD,9,2,rnv,split6_test_score,0.7875
1306,SGD,11,0,rnv,split4_test_score,0.55
1354,SGD,11,2,rnv,split4_test_score,0.625
1874,SGD,9,0,rnv,split6_test_score,0.5375
1914,SGD,21,1,rnv,split6_test_score,0.65
1314,SGD,21,0,rnv,split4_test_score,0.6125
194,SGD,9,2,rnv,split0_test_score,0.5625
1906,SGD,11,1,rnv,split6_test_score,0.575
122,SGD,9,2,snv,split0_test_score,0.5
1346,SGD,9,2,rnv,split4_test_score,0.6
1322,SGD,9,1,rnv,split4_test_score,0.6
1882,SGD,11,0,rnv,split6_test_score,0.55
1898,SGD,9,1,rnv,split6_test_score,0.7875
1338,SGD,21,1,rnv,split4_test_score,0.525
1330,SGD,11,1,rnv,split4_test_score,0.625
1274,SGD,9,2,snv,split4_test_score,0.5125
1954,SGD,11,0,msc,split6_test_score,0.5
1266,SGD,21,1,snv,split4_test_score,0.5
186,SGD,21,1,rnv,split0_test_score,0.5375
2018,SGD,9,0,raw,split7_test_score,0.3
1210,SGD,11,2,raw,split4_test_score,0.5
1418,SGD,9,2,msc,split4_test_score,0.625
2010,SGD,21,2,msc,split6_test_score,0.5
1810,SGD,11,0,snv,split6_test_score,0.5
1218,SGD,21,2,raw,split4_test_score,0.6
2002,SGD,11,2,msc,split6_test_score,0.5
1410,SGD,21,1,msc,split4_test_score,0.5
1818,SGD,21,0,snv,split6_test_score,0.5
1226,SGD,9,0,snv,split4_test_score,0.6375
1994,SGD,9,2,msc,split6_test_score,0.5
1402,SGD,11,1,msc,split4_test_score,0.625
1826,SGD,9,1,snv,split6_test_score,0.65
1722,SGD,21,2,msc,split5_test_score,0.5
1234,SGD,11,0,snv,split4_test_score,0.65
1394,SGD,9,1,msc,split4_test_score,0.4875
1242,SGD,21,0,snv,split4_test_score,0.6125
1834,SGD,11,1,snv,split6_test_score,0.6125
1978,SGD,11,1,msc,split6_test_score,0.5
1250,SGD,9,1,snv,split4_test_score,0.6625
202,SGD,11,2,rnv,split0_test_score,0.5625
1970,SGD,9,1,msc,split6_test_score,0.525
114,SGD,21,1,snv,split0_test_score,0.5875
130,SGD,11,2,snv,split0_test_score,0.525
1386,SGD,21,0,msc,split4_test_score,0.6375
1258,SGD,11,1,snv,split4_test_score,0.7
1842,SGD,21,1,snv,split6_test_score,0.5125
1962,SGD,21,0,msc,split6_test_score,0.5
1986,SGD,21,1,msc,split6_test_score,0.5
1514,SGD,9,0,snv,split5_test_score,0.5625
1890,SGD,21,0,rnv,split6_test_score,0.575
1010,SGD,9,0,rnv,split3_test_score,0.5
2202,SGD,21,1,rnv,split7_test_score,0.5625
2290,SGD,11,2,msc,split7_test_score,0.65
1690,SGD,11,1,msc,split5_test_score,0.55
2234,SGD,9,0,msc,split7_test_score,0.6125
1018,SGD,11,0,rnv,split3_test_score,0.6
1650,SGD,21,2,rnv,split5_test_score,0.6
1538,SGD,9,1,snv,split5_test_score,0.6625
1594,SGD,11,0,rnv,split5_test_score,0.525
2266,SGD,11,1,msc,split7_test_score,0.525
978,SGD,21,1,snv,split3_test_score,0.6375
922,SGD,11,2,raw,split3_test_score,0.55
1634,SGD,9,2,rnv,split5_test_score,0.625
1026,SGD,21,0,rnv,split3_test_score,0.6125
2298,SGD,21,2,msc,split7_test_score,0.5
2274,SGD,21,1,msc,split7_test_score,0.5
1698,SGD,21,1,msc,split5_test_score,0.5
2194,SGD,11,1,rnv,split7_test_score,0.5625
74,SGD,9,0,snv,split0_test_score,0.5375
986,SGD,9,2,snv,split3_test_score,0.55
1674,SGD,21,0,msc,split5_test_score,0.6375
994,SGD,11,2,snv,split3_test_score,0.5
938,SGD,9,0,snv,split3_test_score,0.575
1586,SGD,9,0,rnv,split5_test_score,0.6375
154,SGD,11,0,rnv,split0_test_score,0.55
242,SGD,9,1,msc,split0_test_score,0.55
234,SGD,21,0,msc,split0_test_score,0.5375
2226,SGD,21,2,rnv,split7_test_score,0.5625
1642,SGD,11,2,rnv,split5_test_score,0.65
2218,SGD,11,2,rnv,split7_test_score,0.5625
946,SGD,11,0,snv,split3_test_score,0.575
1002,SGD,21,2,snv,split3_test_score,0.5
2282,SGD,9,2,msc,split7_test_score,0.5
1682,SGD,9,1,msc,split5_test_score,0.525
2210,SGD,9,2,rnv,split7_test_score,0.6125
930,SGD,21,2,raw,split3_test_score,0.5
1546,SGD,11,1,snv,split5_test_score,0.5625
1554,SGD,21,1,snv,split5_test_score,0.65
90,SGD,21,0,snv,split0_test_score,0.525
1562,SGD,9,2,snv,split5_test_score,0.5
162,SGD,21,0,rnv,split0_test_score,0.5875
1602,SGD,21,0,rnv,split5_test_score,0.6625
954,SGD,21,0,snv,split3_test_score,0.6
2170,SGD,11,0,rnv,split7_test_score,0.5625
2250,SGD,21,0,msc,split7_test_score,0.5
1610,SGD,9,1,rnv,split5_test_score,0.625
2258,SGD,9,1,msc,split7_test_score,0.5125
146,SGD,9,0,rnv,split0_test_score,0.5
1570,SGD,11,2,snv,split5_test_score,0.5
906,SGD,21,1,raw,split3_test_score,0.55
1050,SGD,21,1,rnv,split3_test_score,0.5875
898,SGD,11,1,raw,split3_test_score,0.625
170,SGD,9,1,rnv,split0_test_score,0.5625
1714,SGD,11,2,msc,split5_test_score,0.5
2162,SGD,9,0,rnv,split7_test_score,0.5375
1058,SGD,9,2,rnv,split3_test_score,0.6125
1658,SGD,9,0,msc,split5_test_score,0.6625
962,SGD,9,1,snv,split3_test_score,0.575
2314,SGD,11,0,raw,split8_test_score,0.5375
1042,SGD,11,1,rnv,split3_test_score,0.5625
1522,SGD,11,0,snv,split5_test_score,0.6375
82,SGD,11,0,snv,split0_test_score,0.5
970,SGD,11,1,snv,split3_test_score,0.6
1530,SGD,21,0,snv,split5_test_score,0.5875
1706,SGD,9,2,msc,split5_test_score,0.5
914,SGD,9,2,raw,split3_test_score,0.5
1666,SGD,11,0,msc,split5_test_score,0.5
1578,SGD,21,2,snv,split5_test_score,0.5
2306,SGD,9,0,raw,split8_test_score,0.6
2186,SGD,9,1,rnv,split7_test_score,0.6125
1626,SGD,21,1,rnv,split5_test_score,0.6
2242,SGD,11,0,msc,split7_test_score,0.5
2178,SGD,21,0,rnv,split7_test_score,0.5125
1034,SGD,9,1,rnv,split3_test_score,0.6125
342,SVC,9,2,raw,split1_test_score,0.75
350,SVC,11,2,raw,split1_test_score,0.6625
1830,SVC,9,1,snv,split6_test_score,0.6625
22,SVC,21,0,raw,split0_test_score,0.55
1390,SVC,21,0,msc,split4_test_score,0.6625
1582,SVC,21,2,snv,split5_test_score,0.6625
1654,SVC,21,2,rnv,split5_test_score,0.6625
1838,SVC,11,1,snv,split6_test_score,0.6625
2854,SVC,21,1,msc,split9_test_score,0.5
494,SVC,11,2,rnv,split1_test_score,0.65
2710,SVC,21,1,snv,split9_test_score,0.525
2702,SVC,11,1,snv,split9_test_score,0.5375
502,SVC,21,2,rnv,split1_test_score,0.6375
1398,SVC,9,1,msc,split4_test_score,0.6375
1518,SVC,9,0,snv,split5_test_score,0.6125
1590,SVC,9,0,rnv,split5_test_score,0.625
1606,SVC,21,0,rnv,split5_test_score,0.625
1870,SVC,21,2,snv,split6_test_score,0.6875
126,SVC,9,2,snv,split0_test_score,0.5875
2870,SVC,11,2,msc,split9_test_score,0.575
190,SVC,21,1,rnv,split0_test_score,0.525
1350,SVC,9,2,rnv,split4_test_score,0.65
2670,SVC,9,0,snv,split9_test_score,0.575
526,SVC,21,0,msc,split1_test_score,0.6375
534,SVC,9,1,msc,split1_test_score,0.6875
318,SVC,9,1,raw,split1_test_score,0.6625
1622,SVC,11,1,rnv,split5_test_score,0.675
326,SVC,11,1,raw,split1_test_score,0.6625
1614,SVC,9,1,rnv,split5_test_score,0.675
1342,SVC,21,1,rnv,split4_test_score,0.6125
542,SVC,11,1,msc,split1_test_score,0.6875
158,SVC,11,0,rnv,split0_test_score,0.5375
1878,SVC,9,0,rnv,split6_test_score,0.65
1646,SVC,11,2,rnv,split5_test_score,0.675
1630,SVC,21,1,rnv,split5_test_score,0.6625
1358,SVC,11,2,rnv,split4_test_score,0.65
1846,SVC,21,1,snv,split6_test_score,0.6625
1382,SVC,11,0,msc,split4_test_score,0.6625
2694,SVC,9,1,snv,split9_test_score,0.5375
510,SVC,9,0,msc,split1_test_score,0.6375
1638,SVC,9,2,rnv,split5_test_score,0.675
2862,SVC,9,2,msc,split9_test_score,0.6
1854,SVC,9,2,snv,split6_test_score,0.725
2678,SVC,11,0,snv,split9_test_score,0.575
1374,SVC,9,0,msc,split4_test_score,0.6625
518,SVC,11,0,msc,split1_test_score,0.6375
2686,SVC,21,0,snv,split9_test_score,0.575
294,SVC,9,0,raw,split1_test_score,0.5875
334,SVC,21,1,raw,split1_test_score,0.6375
1366,SVC,21,2,rnv,split4_test_score,0.6125
1862,SVC,11,2,snv,split6_test_score,0.7625
1598,SVC,11,0,rnv,split5_test_score,0.625
1822,SVC,21,0,snv,split6_test_score,0.65
1406,SVC,11,1,msc,split4_test_score,0.65
2838,SVC,9,1,msc,split9_test_score,0.525
1574,SVC,11,2,snv,split5_test_score,0.675
390,SVC,9,1,snv,split1_test_score,0.7
2774,SVC,11,1,rnv,split9_test_score,0.5125
430,SVC,21,2,snv,split1_test_score,0.675
1750,SVC,21,0,raw,split6_test_score,0.6375
2814,SVC,9,0,msc,split9_test_score,0.575
1478,SVC,11,1,raw,split5_test_score,0.6625
2662,SVC,21,2,raw,split9_test_score,0.45
1534,SVC,21,0,snv,split5_test_score,0.6125
1694,SVC,11,1,msc,split5_test_score,0.625
1758,SVC,9,1,raw,split6_test_score,0.6625
14,SVC,11,0,raw,split0_test_score,0.5625
2766,SVC,9,1,rnv,split9_test_score,0.5125
1470,SVC,9,1,raw,split5_test_score,0.675
438,SVC,9,0,rnv,split1_test_score,0.6125
382,SVC,21,0,snv,split1_test_score,0.6125
1542,SVC,9,1,snv,split5_test_score,0.625
1766,SVC,11,1,raw,split6_test_score,0.6625
310,SVC,21,0,raw,split1_test_score,0.5875
1486,SVC,21,1,raw,split5_test_score,0.675
142,SVC,21,2,snv,split0_test_score,0.5
1742,SVC,11,0,raw,split6_test_score,0.6375
2798,SVC,11,2,rnv,split9_test_score,0.5125
1718,SVC,11,2,msc,split5_test_score,0.6375
406,SVC,21,1,snv,split1_test_score,0.675
1510,SVC,21,2,raw,split5_test_score,0.65
1726,SVC,21,2,msc,split5_test_score,0.6375
398,SVC,11,1,snv,split1_test_score,0.7
1502,SVC,11,2,raw,split5_test_score,0.6625
2790,SVC,9,2,rnv,split9_test_score,0.5125
1462,SVC,21,0,raw,split5_test_score,0.6875
1710,SVC,9,2,msc,split5_test_score,0.65
2806,SVC,21,2,rnv,split9_test_score,0.525
1734,SVC,9,0,raw,split6_test_score,0.6375
1494,SVC,9,2,raw,split5_test_score,0.675
1526,SVC,11,0,snv,split5_test_score,0.6125
2782,SVC,21,1,rnv,split9_test_score,0.525
422,SVC,11,2,snv,split1_test_score,0.7125
174,SVC,9,1,rnv,split0_test_score,0.55
1702,SVC,21,1,msc,split5_test_score,0.625
414,SVC,9,2,snv,split1_test_score,0.7125
2822,SVC,11,0,msc,split9_test_score,0.575
2758,SVC,21,0,rnv,split9_test_score,0.55
1686,SVC,9,1,msc,split5_test_score,0.625
2734,SVC,21,2,snv,split9_test_score,0.5375
366,SVC,9,0,snv,split1_test_score,0.6125
1430,SVC,11,2,msc,split4_test_score,0.675
470,SVC,11,1,rnv,split1_test_score,0.65
1670,SVC,11,0,msc,split5_test_score,0.625
1422,SVC,9,2,msc,split4_test_score,0.6625
1566,SVC,9,2,snv,split5_test_score,0.675
1806,SVC,9,0,snv,split6_test_score,0.65
1558,SVC,21,1,snv,split5_test_score,0.625
134,SVC,11,2,snv,split0_test_score,0.525
478,SVC,21,1,rnv,split1_test_score,0.6375
1662,SVC,9,0,msc,split5_test_score,0.625
182,SVC,11,1,rnv,split0_test_score,0.5375
1814,SVC,11,0,snv,split6_test_score,0.65
1414,SVC,21,1,msc,split4_test_score,0.6125
486,SVC,9,2,rnv,split1_test_score,0.65
358,SVC,21,2,raw,split1_test_score,0.625
2718,SVC,9,2,snv,split9_test_score,0.6125
2726,SVC,11,2,snv,split9_test_score,0.5875
2846,SVC,11,1,msc,split9_test_score,0.5125
1798,SVC,21,2,raw,split6_test_score,0.6375
1438,SVC,21,2,msc,split4_test_score,0.675
446,SVC,11,0,rnv,split1_test_score,0.6125
1550,SVC,11,1,snv,split5_test_score,0.625
1774,SVC,21,1,raw,split6_test_score,0.65
1454,SVC,11,0,raw,split5_test_score,0.6875
374,SVC,11,0,snv,split1_test_score,0.6125
2750,SVC,11,0,rnv,split9_test_score,0.55
454,SVC,21,0,rnv,split1_test_score,0.6125
302,SVC,11,0,raw,split1_test_score,0.5875
1678,SVC,21,0,msc,split5_test_score,0.625
1782,SVC,9,2,raw,split6_test_score,0.6875
150,SVC,9,0,rnv,split0_test_score,0.5375
1446,SVC,9,0,raw,split5_test_score,0.6875
2830,SVC,21,0,msc,split9_test_score,0.575
6,SVC,9,0,raw,split0_test_score,0.5625
2742,SVC,9,0,rnv,split9_test_score,0.55
1790,SVC,11,2,raw,split6_test_score,0.6875
462,SVC,9,1,rnv,split1_test_score,0.65
2878,SVC,21,2,msc,split9_test_score,0.525
166,SVC,21,0,rnv,split0_test_score,0.5375
70,SVC,21,2,raw,split0_test_score,0.4625
606,SVC,9,1,raw,split2_test_score,0.65
1334,SVC,11,1,rnv,split4_test_score,0.65
766,SVC,21,1,rnv,split2_test_score,0.6125
1054,SVC,21,1,rnv,split3_test_score,0.5625
2166,SVC,9,0,rnv,split7_test_score,0.4875
2438,SVC,11,2,snv,split8_test_score,0.6375
774,SVC,9,2,rnv,split2_test_score,0.6125
262,SVC,21,1,msc,split0_test_score,0.55
1046,SVC,11,1,rnv,split3_test_score,0.625
2174,SVC,11,0,rnv,split7_test_score,0.4875
2430,SVC,9,2,snv,split8_test_score,0.6625
782,SVC,11,2,rnv,split2_test_score,0.6
1038,SVC,9,1,rnv,split3_test_score,0.625
2182,SVC,21,0,rnv,split7_test_score,0.4875
230,SVC,11,0,msc,split0_test_score,0.525
1030,SVC,21,0,rnv,split3_test_score,0.5625
2422,SVC,21,1,snv,split8_test_score,0.6375
790,SVC,21,2,rnv,split2_test_score,0.6125
2190,SVC,9,1,rnv,split7_test_score,0.5375
86,SVC,11,0,snv,split0_test_score,0.525
1022,SVC,11,0,rnv,split3_test_score,0.5625
2414,SVC,11,1,snv,split8_test_score,0.65
798,SVC,9,0,msc,split2_test_score,0.6
2198,SVC,11,1,rnv,split7_test_score,0.5375
1014,SVC,9,0,rnv,split3_test_score,0.5625
2446,SVC,21,2,snv,split8_test_score,0.625
2206,SVC,21,1,rnv,split7_test_score,0.5125
54,SVC,9,2,raw,split0_test_score,0.5625
1062,SVC,9,2,rnv,split3_test_score,0.625
2110,SVC,21,0,snv,split7_test_score,0.6125
726,SVC,9,0,rnv,split2_test_score,0.625
1110,SVC,9,1,msc,split3_test_score,0.5625
1102,SVC,21,0,msc,split3_test_score,0.5875
2118,SVC,9,1,snv,split7_test_score,0.725
2478,SVC,9,1,rnv,split8_test_score,0.675
734,SVC,11,0,rnv,split2_test_score,0.625
222,SVC,9,0,msc,split0_test_score,0.525
1094,SVC,11,0,msc,split3_test_score,0.5875
2126,SVC,11,1,snv,split7_test_score,0.7125
94,SVC,21,0,snv,split0_test_score,0.525
2470,SVC,21,0,rnv,split8_test_score,0.675
742,SVC,21,0,rnv,split2_test_score,0.625
1086,SVC,9,0,msc,split3_test_score,0.5875
2134,SVC,21,1,snv,split7_test_score,0.6875
2462,SVC,11,0,rnv,split8_test_score,0.675
750,SVC,9,1,rnv,split2_test_score,0.6125
1078,SVC,21,2,rnv,split3_test_score,0.5625
2142,SVC,9,2,snv,split7_test_score,0.6625
1070,SVC,11,2,rnv,split3_test_score,0.625
2150,SVC,11,2,snv,split7_test_score,0.65
2454,SVC,9,0,rnv,split8_test_score,0.675
758,SVC,11,1,rnv,split2_test_score,0.6
2158,SVC,21,2,snv,split7_test_score,0.6
806,SVC,11,0,msc,split2_test_score,0.6
2406,SVC,9,1,snv,split8_test_score,0.65
1006,SVC,21,2,snv,split3_test_score,0.6
2358,SVC,9,2,raw,split8_test_score,0.6375
2270,SVC,11,1,msc,split7_test_score,0.6875
942,SVC,9,0,snv,split3_test_score,0.575
2278,SVC,21,1,msc,split7_test_score,0.65
862,SVC,21,2,msc,split2_test_score,0.6125
2350,SVC,21,1,raw,split8_test_score,0.65
934,SVC,21,2,raw,split3_test_score,0.625
2286,SVC,9,2,msc,split7_test_score,0.6125
870,SVC,9,0,raw,split3_test_score,0.6625
2342,SVC,11,1,raw,split8_test_score,0.65
926,SVC,11,2,raw,split3_test_score,0.5875
2294,SVC,11,2,msc,split7_test_score,0.625
918,SVC,9,2,raw,split3_test_score,0.6375
878,SVC,11,0,raw,split3_test_score,0.6625
2334,SVC,9,1,raw,split8_test_score,0.6375
2302,SVC,21,2,msc,split7_test_score,0.5875
910,SVC,21,1,raw,split3_test_score,0.625
2310,SVC,9,0,raw,split8_test_score,0.5625
886,SVC,21,0,raw,split3_test_score,0.6625
246,SVC,9,1,msc,split0_test_score,0.5625
2326,SVC,21,0,raw,split8_test_score,0.5625
902,SVC,11,1,raw,split3_test_score,0.6125
2318,SVC,11,0,raw,split8_test_score,0.5625
854,SVC,11,2,msc,split2_test_score,0.5375
950,SVC,11,0,snv,split3_test_score,0.575
2262,SVC,9,1,msc,split7_test_score,0.6875
958,SVC,21,0,snv,split3_test_score,0.575
2214,SVC,9,2,rnv,split7_test_score,0.5375
814,SVC,21,0,msc,split2_test_score,0.6
2398,SVC,21,0,snv,split8_test_score,0.675
998,SVC,11,2,snv,split3_test_score,0.6125
2222,SVC,11,2,rnv,split7_test_score,0.5375
990,SVC,9,2,snv,split3_test_score,0.575
822,SVC,9,1,msc,split2_test_score,0.6
2390,SVC,11,0,snv,split8_test_score,0.675
2230,SVC,21,2,rnv,split7_test_score,0.5125
982,SVC,21,1,snv,split3_test_score,0.6
2238,SVC,9,0,msc,split7_test_score,0.6125
2486,SVC,11,1,rnv,split8_test_score,0.6625
62,SVC,11,2,raw,split0_test_score,0.525
830,SVC,11,1,msc,split2_test_score,0.6
974,SVC,11,1,snv,split3_test_score,0.6
2246,SVC,11,0,msc,split7_test_score,0.6125
838,SVC,21,1,msc,split2_test_score,0.5875
2374,SVC,21,2,raw,split8_test_score,0.65
254,SVC,11,1,msc,split0_test_score,0.5375
966,SVC,9,1,snv,split3_test_score,0.575
2254,SVC,21,0,msc,split7_test_score,0.6125
78,SVC,9,0,snv,split0_test_score,0.525
846,SVC,9,2,msc,split2_test_score,0.6375
2366,SVC,11,2,raw,split8_test_score,0.65
2382,SVC,9,0,snv,split8_test_score,0.675
1118,SVC,11,1,msc,split3_test_score,0.5625
2102,SVC,11,0,snv,split7_test_score,0.6125
718,SVC,21,2,snv,split2_test_score,0.5875
2614,SVC,21,0,raw,split9_test_score,0.5625
1278,SVC,9,2,snv,split4_test_score,0.6125
1950,SVC,9,0,msc,split6_test_score,0.65
1270,SVC,21,1,snv,split4_test_score,0.6375
598,SVC,21,0,raw,split2_test_score,0.6
2606,SVC,11,0,raw,split9_test_score,0.5625
1958,SVC,11,0,msc,split6_test_score,0.65
1262,SVC,11,1,snv,split4_test_score,0.675
1966,SVC,21,0,msc,split6_test_score,0.65
894,SVC,9,1,raw,split3_test_score,0.6
2598,SVC,9,0,raw,split9_test_score,0.5625
614,SVC,11,1,raw,split2_test_score,0.65
1254,SVC,9,1,snv,split4_test_score,0.675
1974,SVC,9,1,msc,split6_test_score,0.6625
2590,SVC,21,2,msc,split8_test_score,0.625
1246,SVC,21,0,snv,split4_test_score,0.6625
622,SVC,21,1,raw,split2_test_score,0.6375
1982,SVC,11,1,msc,split6_test_score,0.675
1238,SVC,11,0,snv,split4_test_score,0.6625
2582,SVC,11,2,msc,split8_test_score,0.625
1990,SVC,21,1,msc,split6_test_score,0.65
1230,SVC,9,0,snv,split4_test_score,0.6625
630,SVC,9,2,raw,split2_test_score,0.7125
590,SVC,11,0,raw,split2_test_score,0.6
1942,SVC,21,2,rnv,split6_test_score,0.6875
1286,SVC,11,2,snv,split4_test_score,0.6625
198,SVC,9,2,rnv,split0_test_score,0.55
1894,SVC,21,0,rnv,split6_test_score,0.65
550,SVC,21,1,msc,split1_test_score,0.6375
2654,SVC,11,2,raw,split9_test_score,0.5375
1326,SVC,9,1,rnv,split4_test_score,0.65
1902,SVC,9,1,rnv,split6_test_score,0.7
558,SVC,9,2,msc,split1_test_score,0.6875
2646,SVC,9,2,raw,split9_test_score,0.5625
1318,SVC,21,0,rnv,split4_test_score,0.65
